CVE_ZM,ZM,CVE_MUN,MUN,POB,MC,CF,DIST_CC,PRM_TMUN,PRM_TMUNC,PRM_TOTROMUN,PEM_RMUN,PEM_TMUNC,PEM_ROTROMUN,PACNA,PACNPRIM,DMU,DZC-ZM,PZC-ZM,PNDUyOT,TIPO_MUN,AÑO
1,Zona metropolitana de Aguascalientes,1001,Aguascalientes,797010,1,1,0,97,0.8,2.2,93.5,2.3,4.2,*,97.5,108.2,1,1,1,1,2010
1,Zona metropolitana de Aguascalientes,1005,Jesús María,99590,1,1,0,72.6,23.3,4.1,85.1,9.2,5.7,*,94.4,75,1,1,1,1,2010
1,Zona metropolitana de Aguascalientes,1011,San Francisco de los Romo,35769,0,0,13,63.8,28.7,7.6,61,15.2,23.9,*,90.8,83.3,1,1,0,3,2010
3,Zona metropolitana de Mexicali,2002,Mexicali,936826,1,0,0,99.5,0,0.5,99.1,0,0.9,*,93,59.3,n.a.,1,0,1,2010
2,Zona metropolitana de Tijuana,2003,Tecate,101079,0,0,21.8,97.3,2,0.7,95.8,2.7,1.5,*,98,47.4,1,1,0,3,2010
2,Zona metropolitana de Tijuana,2004,Tijuana,1559683,1,0,0,98.6,0,1.4,98.6,0,1.4,*,99.5,89.3,1,1,1,1,2010
2,Zona metropolitana de Tijuana,2005,Playas de Rosarito,90668,0,0,2.5,86.7,12,1.2,88.5,10.4,1.1,*,97.9,38.4,1,1,1,2,2010
5,Zona metropolitana de Saltillo,5004,Arteaga,22544,0,0,1.5,86.9,11.9,1.2,74.3,21.8,3.9,*,62.2,25.3,1,1,1,3,2010
6,Zona metropolitana de Monclova-Frontera,5006,Castaños,25892,0,0,2.5,67.3,29.6,3.1,84.7,14,1.3,*,92.5,28.2,1,1,1,2,2010
6,Zona metropolitana de Monclova-Frontera,5010,Frontera,75215,1,1,0,72.4,25.6,2,73.2,16.6,10.2,*,97.1,56.6,1,1,1,1,2010
4,Zona metropolitana de La Laguna,5017,Matamoros,107160,1,1,0,77.4,20.5,2.1,94.6,3.2,2.2,*,72.7,58.8,0,1,1,1,2010
6,Zona metropolitana de Monclova-Frontera,5018,Monclova,216206,1,1,0,91.8,5.1,3.1,86.9,7.5,5.6,*,99.3,55.6,1,1,1,1,2010
7,Zona metropolitana de Piedras Negras,5022,Nava,27928,1,1,0,81.2,13.4,5.4,66.5,19,14.6,*,93.7,38.6,0,1,0,1,2010
7,Zona metropolitana de Piedras Negras,5025,Piedras Negras,152806,1,1,0,94.9,3.6,1.5,94.4,2.1,3.6,*,98.4,59.4,0,1,0,1,2010
5,Zona metropolitana de Saltillo,5027,Ramos Arizpe,75461,1,1,0,82.7,14.6,2.7,49.4,49.2,1.4,*,90.9,71.6,1,1,1,1,2010
5,Zona metropolitana de Saltillo,5030,Saltillo,725123,1,1,0,89,8.8,2.1,96.5,1.7,1.8,*,97.8,82.9,1,1,1,1,2010
4,Zona metropolitana de La Laguna,5035,Torreón,639629,1,1,0,92.9,4.3,2.7,89.8,7.8,2.4,*,97.9,81.3,1,1,1,1,2010
9,Zona metropolitana de Tecomán,6001,Armería,28695,1,1,0,87.1,5.4,7.5,90,2.5,7.5,*,59.4,44.7,0,0,0,1,2010
8,Zona metropolitana de Colima-Villa de Álvarez,6002,Colima,146904,1,1,0,87.2,6.9,5.9,65.4,25.4,9.2,*,95.6,62.7,1,1,1,1,2010
8,Zona metropolitana de Colima-Villa de Álvarez,6003,Comala,20888,0,0,1.5,80.3,16.3,3.4,82.4,16.6,1,*,76.2,38.9,1,0,0,2,2010
8,Zona metropolitana de Colima-Villa de Álvarez,6004,Coquimatlán,19385,0,0,2,71.3,24.7,4,82.9,14.2,2.9,*,64.9,50.1,1,0,0,3,2010
8,Zona metropolitana de Colima-Villa de Álvarez,6005,Cuauhtémoc,27107,0,0,10.3,77.7,18.1,4.2,89.9,8.2,1.8,*,77.1,39.4,1,0,0,3,2010
9,Zona metropolitana de Tecomán,6009,Tecomán,112726,1,1,0,95.9,0.7,3.4,92.2,1.4,6.4,*,69.5,69.8,0,0,0,1,2010
8,Zona metropolitana de Colima-Villa de Álvarez,6010,Villa de Álvarez,119956,1,1,0,50.3,39.7,10,83.9,13.5,2.7,*,96.7,85.3,1,1,1,1,2010
10,Zona metropolitana de Tuxtla Gutiérrez,7012,Berriozábal,43179,0,0,6,65.9,29.3,4.8,90.2,6.6,3.3,*,82.6,61.9,0,1,0,2,2010
10,Zona metropolitana de Tuxtla Gutiérrez,7027,Chiapa de Corzo,87603,1,1,0,80.5,16.2,3.3,93.3,4.6,2.1,*,78.6,64.3,0,1,0,1,2010
10,Zona metropolitana de Tuxtla Gutiérrez,7101,Tuxtla Gutiérrez,553374,1,1,0,94.4,0.5,5.1,89.6,2,8.5,*,98.5,84.9,0,1,0,1,2010
12,Zona metropolitana de Chihuahua,8002,Aldama,22302,0,0,12.4,82.9,14.7,2.4,91.5,6.9,1.6,*,79.3,47,0,1,1,3,2010
12,Zona metropolitana de Chihuahua,8004,Aquiles Serdán,10688,0,0,7.3,60.4,37,2.6,93.2,5.7,1.1,*,98.9,49.9,0,1,1,2,2010
12,Zona metropolitana de Chihuahua,8019,Chihuahua,819543,1,0,0,98.6,0,1.4,97.7,0,2.3,*,98.6,66.5,0,1,1,1,2010
11,Zona metropolitana de Juárez,8037,Ciudad Juárez,1332131,1,0,0,99.7,0,0.3,99.5,0,0.5,*,99.3,67.9,n.a.,1,1,1,2010
13,Zona metropolitana del Valle de México,9002,Azcapotzalco,414711,1,1,0,52.2,46.9,1,44.6,53.5,1.9,*,100,189,1,1,1,1,2010
13,Zona metropolitana del Valle de México,9003,Coyoacán,620416,1,1,0,53.7,45.6,0.8,43.7,55.2,1.1,*,99.9,194.4,1,1,1,1,2010
13,Zona metropolitana del Valle de México,9004,Cuajimalpa,186391,1,1,0,64.7,33.1,2.2,41.6,52.7,5.7,*,99.5,89.5,1,1,1,1,2010
13,Zona metropolitana del Valle de México,9005,Gustavo A. Madero,1185772,1,1,0,64.2,35.1,0.8,67.6,31.1,1.3,*,99.9,200.2,1,1,1,1,2010
13,Zona metropolitana del Valle de México,9006,Iztacalco,384326,1,1,0,49.1,50.1,0.8,51.4,47.7,0.9,*,99.9,210.4,1,1,1,1,2010
13,Zona metropolitana del Valle de México,9007,Iztapalapa,1815786,1,1,0,62.9,36.5,0.6,72.4,26.1,1.4,*,99.9,215.4,1,1,1,1,2010
13,Zona metropolitana del Valle de México,9008,Magdalena Contreras,239086,1,1,0,43.8,55.5,0.7,63.4,36.1,0.5,*,99.7,162.3,1,1,1,1,2010
13,Zona metropolitana del Valle de México,9009,Milpa Alta,130582,1,1,0,65.1,34.4,0.5,84.8,14.3,0.9,*,85,47.3,1,1,1,1,2010
13,Zona metropolitana del Valle de México,9010,Álvaro Obregón,727034,1,1,0,59.4,39.8,0.8,54.8,42.7,2.6,*,99.8,193.5,1,1,1,1,2010
13,Zona metropolitana del Valle de México,9011,Tláhuac,360265,1,1,0,56.6,42.9,0.5,75.1,24.2,0.7,*,97.7,135.8,1,1,1,1,2010
13,Zona metropolitana del Valle de México,9012,Tlalpan,650567,1,1,0,59.2,39.8,0.9,54.9,43.9,1.2,*,98.8,119.9,1,1,1,1,2010
13,Zona metropolitana del Valle de México,9013,Xochimilco,415007,1,1,0,53.9,45.7,0.4,69.2,29.6,1.2,*,96,93.8,1,1,1,1,2010
13,Zona metropolitana del Valle de México,9014,Benito Juárez,385439,1,1,0,49.7,49.7,0.6,31.9,66.5,1.6,*,99.8,157.1,1,1,1,1,2010
13,Zona metropolitana del Valle de México,9015,Cuauhtémoc,531831,1,1,0,64.6,34.5,1,27,71.6,1.4,*,99.9,215.6,1,1,1,1,2010
13,Zona metropolitana del Valle de México,9016,Miguel Hidalgo,372889,1,1,0,60.3,39,0.7,27.3,70.3,2.4,*,99.7,186.7,1,1,1,1,2010
13,Zona metropolitana del Valle de México,9017,Venustiano Carranza,430978,1,1,0,53.4,45.8,0.7,44.1,54.7,1.2,*,99.9,209.5,1,1,1,1,2010
4,Zona metropolitana de La Laguna,10007,Gómez Palacio,327985,1,1,0,89.2,9.8,1,83.3,14.7,2,*,89.8,82.2,1,1,1,1,2010
4,Zona metropolitana de La Laguna,10012,Lerdo,141043,1,1,0,71.1,26,2.9,88.8,9.8,1.4,*,87.9,52.6,1,1,1,1,2010
57,Zona metropolitana de Celaya,11007,Celaya,468469,1,0,0,94.8,0,5.2,88,0,12,*,92.4,90.8,1,0,0,1,2010
57,Zona metropolitana de Celaya,11009,Comonfort,77794,0,0,15.8,72.8,17.8,9.3,96.5,2.1,1.4,*,80.5,47.3,1,0,0,3,2010
14,Zona metropolitana de León,11020,León,1436480,1,0,0,98.5,0,1.5,96,0,4,*,98.8,129.4,1,0,1,1,2010
16,Zona metropolitana de Moroleón-Uriangato,11021,Moroleón,49364,1,1,0,87.6,9.1,3.3,76.4,6.7,16.9,*,95.6,69.7,0,1,1,1,2010
27,Zona metropolitana de La Piedad-Pénjamo,11023,Pénjamo,149936,1,1,0,96,2.5,1.5,96.7,0.8,2.4,*,60.6,52.4,1,0,0,1,2010
15,Zona metropolitana de San Francisco del Rincón,11025,Purísima del Rincón,68795,1,1,0,75.1,21.7,3.2,87.6,6.8,5.6,*,91.7,58.1,1,1,0,1,2010
15,Zona metropolitana de San Francisco del Rincón,11031,San Francisco del Rincón,113570,1,1,0,90.8,3.4,5.8,81.4,11.1,7.5,*,88.9,68.7,1,1,0,1,2010
14,Zona metropolitana de León,11037,Silao,173024,0,0,15.1,80.9,15.3,3.8,83.5,2.3,14.2,*,84.8,79.2,1,0,1,3,2010
16,Zona metropolitana de Moroleón-Uriangato,11041,Uriangato,59305,1,1,0,92.7,6.1,1.2,88.4,7,4.6,*,93.4,70,0,1,1,1,2010
57,Zona metropolitana de Celaya,11044,Villagrán,55782,0,0,12.5,72.9,18.6,8.5,77.7,5.8,16.5,*,84.6,78.8,1,0,0,3,2010
17,Zona metropolitana de Acapulco,12001,Acapulco,789971,1,0,0,98.6,0,1.4,97.7,0,2.3,*,96,100.2,0,1,1,1,2010
17,Zona metropolitana de Acapulco,12021,Coyuca,73460,0,0,18.2,86.3,11.4,2.3,98,1,1,*,62.9,43.1,0,1,1,3,2010
20,Zona metropolitana de Tula,13010,Atitalaquia,26904,0,0,6.4,83.1,6.8,10.1,62.4,11.7,25.9,*,92.9,23,1,1,1,2,2010
20,Zona metropolitana de Tula,13013,Atotonilco,31078,0,0,4.3,74.6,5,20.3,83.1,1.5,15.4,*,96.7,15.1,1,1,1,3,2010
19,Zona metropolitana de Tulancingo,13016,Cuautepec,54500,1,1,0,82.1,13.7,4.2,93,5.3,1.7,*,76.6,18.8,1,0,0,1,2010
18,Zona metropolitana de Pachuca,13022,Epazoyucan,13830,0,0,10.4,44.3,48.3,7.4,66.6,6.8,26.7,*,91,15.7,1,1,1,3,2010
18,Zona metropolitana de Pachuca,13039,Mineral del Monte,13864,0,0,4.2,55,39,6,86.9,7.8,5.2,*,95.2,39.9,1,0,0,2,2010
18,Zona metropolitana de Pachuca,13048,Pachuca,267862,1,1,0,92.8,1.2,6,65.7,16.3,18,*,99.5,86.4,1,1,1,1,2010
18,Zona metropolitana de Pachuca,13051,Mineral de la Reforma,127404,1,1,0,42.4,46.9,10.7,90.6,5.3,4.2,*,99.2,83.8,1,1,1,1,2010
18,Zona metropolitana de Pachuca,13052,San Agustín Tlaxiaca,32057,0,0,8.7,65.1,24.6,10.3,89.9,8,2.2,*,92.1,9.6,1,1,1,3,2010
19,Zona metropolitana de Tulancingo,13056,Santiago Tulantepec de Lugo Guerrero,33495,1,1,0,58.4,33,8.6,95,3.6,1.4,*,94.4,39,1,0,0,1,2010
13,Zona metropolitana del Valle de México,13069,Tizayuca,97461,0,0,9.7,81.2,14.8,4,65.1,17.1,17.8,*,97.6,57.5,0,1,1,2,2010
20,Zona metropolitana de Tula,13070,Tlahuelilpan,17153,0,0,9.8,69.4,8.2,22.4,68.8,1.4,29.8,*,84.7,44.6,1,1,1,3,2010
20,Zona metropolitana de Tula,13074,Tlaxcoapan,26758,0,0,8.6,68.9,7,24.1,80.4,0.6,19,*,84.8,27.7,1,1,1,3,2010
20,Zona metropolitana de Tula,13076,Tula de Allende,103919,1,0,0,85.8,0,14.2,75.9,0,24.1,*,89.9,33.9,1,1,1,1,2010
19,Zona metropolitana de Tulancingo,13077,Tulancingo,151584,1,1,0,92.9,1.2,5.9,82.8,9.7,7.4,*,93.5,76.7,1,0,0,1,2010
18,Zona metropolitana de Pachuca,13082,Zapotlán,18036,0,0,4.6,74,16.3,9.7,88.5,5.3,6.2,*,94,17.3,1,1,1,3,2010
18,Zona metropolitana de Pachuca,13083,Zempoala,39143,0,0,14.9,61.4,25.7,12.9,90.4,4.1,5.5,*,84.8,21.5,1,1,1,3,2010
21,Zona metropolitana de Guadalajara,14039,Guadalajara,1495189,1,1,0,87.3,11.8,1,67,29.6,3.5,*,99.7,149.5,1,1,1,1,2010
21,Zona metropolitana de Guadalajara,14044,Ixtlahuacán,41060,0,0,13.1,65.5,24.2,10.3,89.9,6.7,3.4,*,89.1,60.6,0,1,1,3,2010
21,Zona metropolitana de Guadalajara,14051,Juanacatlán,13218,0,0,11.9,56.1,42.9,1,84.5,12.4,3.1,*,87.9,44.1,1,1,1,3,2010
23,Zona metropolitana de Ocotlán,14063,Ocotlán,92967,1,1,0,90.9,2.6,6.6,90.7,3.2,6,*,93.6,85.6,1,0,0,1,2010
23,Zona metropolitana de Ocotlán,14066,Poncitlán,48408,1,1,0,70.9,7.1,22,84,6.6,9.4,*,68.9,55.6,1,0,0,1,2010
22,Zona metropolitana de Puerto Vallarta,14067,Puerto Vallarta,255681,1,1,0,96.5,2.4,1.1,92.7,5.2,2.1,*,98.6,86.8,1,0,1,1,2010
21,Zona metropolitana de Guadalajara,14070,El Salto,138226,1,1,0,64.8,33.2,2,59.5,33.7,6.7,*,99.1,72,1,1,1,1,2010
21,Zona metropolitana de Guadalajara,14097,Tlajomulco,416626,1,1,0,65.8,33.3,1,76.5,20.6,2.9,*,92.1,95,1,1,1,1,2010
21,Zona metropolitana de Guadalajara,14098,Tlaquepaque,608114,1,1,0,58.1,40.5,1.4,77.4,22.3,0.3,*,99,122.4,1,1,1,1,2010
21,Zona metropolitana de Guadalajara,14101,Tonalá,478689,1,1,0,50.2,47.9,1.9,86.2,13.3,0.5,*,98.9,127.9,1,1,1,1,2010
21,Zona metropolitana de Guadalajara,14120,Zapopan,1243756,1,1,0,75.3,23.2,1.4,76.7,22.2,1.1,*,98.8,110.2,1,1,1,1,2010
13,Zona metropolitana del Valle de México,15002,Acolman,136558,1,1,0,43.9,53.9,2.2,78.7,18.6,2.7,*,98.2,78.8,1,1,1,1,2010
24,Zona metropolitana de Toluca,15005,Almoloya,147653,1,1,0,58.3,36.5,5.2,88.2,8,3.8,*,94.1,45.4,1,1,0,1,2010
58,Zona metropolitana de Tianguistenco,15006,Almoloya,10886,1,1,0,68,17.9,14.1,81.5,10.7,7.8,*,96.5,46.8,0,0,0,1,2010
13,Zona metropolitana del Valle de México,15009,Amecameca,48421,0,0,17.9,80.2,11.8,8.1,79.3,5,15.8,*,85.6,45.9,1,1,1,3,2010
13,Zona metropolitana del Valle de México,15010,Apaxco,27521,0,0,17.6,86.3,3.2,10.5,87.7,4,8.3,*,94.6,40.3,0,1,1,3,2010
13,Zona metropolitana del Valle de México,15011,Atenco,56243,1,1,0,59,39,2,82.6,16.8,0.6,*,96.2,52.1,1,1,1,1,2010
58,Zona metropolitana de Tianguistenco,15012,Atizapán,10299,1,1,0,79.4,10.4,10.2,13.6,3,83.4,*,93.2,52.1,0,0,0,1,2010
13,Zona metropolitana del Valle de México,15013,Atizapán,489937,1,1,0,62.1,36.5,1.4,84.7,14,1.3,*,99.8,130.8,1,1,1,1,2010
13,Zona metropolitana del Valle de México,15015,Atlautla,27663,0,0,28.2,70.5,10.7,18.8,86.1,0.5,13.4,*,67.3,37.7,0,1,1,3,2010
13,Zona metropolitana del Valle de México,15016,Axapusco,25559,0,0,35.6,69,9.5,21.5,89,1.4,9.5,*,78.8,23.6,1,1,1,3,2010
13,Zona metropolitana del Valle de México,15017,Ayapango,8864,0,0,16,43.2,16.7,40.2,83.1,2.8,14.1,*,80.8,29,1,1,1,3,2010
24,Zona metropolitana de Toluca,15018,Calimaya,47033,1,1,0,57.2,33.4,9.4,80.3,7.7,11.9,*,88.5,57.9,1,0,0,1,2010
58,Zona metropolitana de Tianguistenco,15019,Capulhuac,34101,1,1,0,52.1,14,33.9,77.2,14.3,8.5,*,97.1,53.9,0,0,0,1,2010
13,Zona metropolitana del Valle de México,15020,Coacalco,278064,1,1,0,54.1,43.8,2.1,73.9,25.3,0.8,*,99.7,161.2,1,1,1,1,2010
13,Zona metropolitana del Valle de México,15022,Cocotitlán,12142,0,0,0.6,42.1,49.2,8.7,77.8,9.2,13,*,90.5,52.3,1,1,1,2,2010
13,Zona metropolitana del Valle de México,15023,Coyotepec,39030,1,1,0,52.5,37.9,9.6,70.1,26.3,3.6,*,96.7,48.6,1,1,1,1,2010
13,Zona metropolitana del Valle de México,15024,Cuautitlán,140059,1,1,0,42.7,55,2.3,40.6,55.5,3.9,*,97.2,125,1,1,1,1,2010
13,Zona metropolitana del Valle de México,15025,Chalco,310130,1,1,0,69.8,27.5,2.7,75.6,16.2,8.2,*,96.8,96.5,1,1,1,1,2010
24,Zona metropolitana de Toluca,15027,Chapultepec,9676,0,0,1,44.5,41.8,13.7,57.1,3.9,38.9,*,92.5,46.7,1,0,0,2,2010
13,Zona metropolitana del Valle de México,15028,Chiautla,26191,1,1,0,56.5,41.4,2.1,74.7,24.8,0.6,*,96.7,22.8,1,1,1,1,2010
13,Zona metropolitana del Valle de México,15029,Chicoloapan,175053,1,1,0,47.4,50.6,2,74.7,25,0.3,*,99.4,150.4,1,1,1,1,2010
13,Zona metropolitana del Valle de México,15030,Chiconcuac,22819,1,1,0,82.1,16.3,1.6,60.5,37.9,1.6,*,98.2,51.4,1,1,1,1,2010
13,Zona metropolitana del Valle de México,15031,Chimalhuacán,614453,1,1,0,63.3,34.4,2.3,92.8,6.9,0.3,*,99.5,159.1,1,1,1,1,2010
13,Zona metropolitana del Valle de México,15033,Ecatepec,1656107,1,1,0,71.8,26.7,1.5,83,15.4,1.5,*,99.8,164.6,1,1,1,1,2010
13,Zona metropolitana del Valle de México,15034,Ecatzingo,9369,0,0,37.2,80.5,5.6,13.9,92.9,0.8,6.3,*,62.6,11.2,0,1,1,3,2010
13,Zona metropolitana del Valle de México,15035,Huehuetoca,100023,0,0,2.8,62.1,35.2,2.7,76.2,16.6,7.1,*,94.1,76.8,0,1,1,2,2010
13,Zona metropolitana del Valle de México,15036,Hueypoxtla,39864,0,0,18.5,60.3,17.1,22.6,92.8,5.3,2,*,89.4,20.2,0,1,1,3,2010
13,Zona metropolitana del Valle de México,15037,Huixquilucan,242167,1,1,0,62,35.7,2.3,74.1,21.8,4.1,*,99.1,100.4,1,1,1,1,2010
13,Zona metropolitana del Valle de México,15038,Isidro Fabela,10308,0,0,10.1,60,34.1,5.9,91.9,5.7,2.5,*,84.3,17.6,1,1,1,3,2010
13,Zona metropolitana del Valle de México,15039,Ixtapaluca,467361,1,1,0,57.5,38.2,4.3,89.2,8.5,2.2,*,98.5,142.4,1,1,1,1,2010
58,Zona metropolitana de Tianguistenco,15043,Xalatlaco,26865,1,1,0,76.4,10.2,13.5,89,5.2,5.8,*,80.3,63.1,0,0,0,1,2010
13,Zona metropolitana del Valle de México,15044,Jaltenco,26328,1,1,0,57,40.7,2.2,80.7,18.9,0.3,*,99.3,157.7,1,1,1,1,2010
13,Zona metropolitana del Valle de México,15046,Jilotzingo,17970,0,0,7.8,45.4,51.6,3,90.6,5.8,3.7,*,96.4,20.8,1,1,1,2,2010
